代码	名称	大类行业	细分行业	Unnamed: 4	Unnamed: 5	大类行业.1	细分行业.1
000767.SZ	晋控电力	公用事业和工业服务	火电				
000875.SZ	吉电股份	公用事业和工业服务	火电				
000883.SZ	湖北能源	公用事业和工业服务	火电				
000899.SZ	赣能股份	公用事业和工业服务	火电				
000966.SZ	长源电力	公用事业和工业服务	火电				
001286.SZ	陕西能源	公用事业和工业服务	火电				
001896.SZ	豫能控股	公用事业和工业服务	火电				
600011.SH	华能国际	公用事业和工业服务	火电				
600021.SH	上海电力	公用事业和工业服务	火电				
600023.SH	浙能电力	公用事业和工业服务	火电				
600027.SH	华电国际	公用事业和工业服务	火电				
600098.SH	广州发展	公用事业和工业服务	火电				
600167.SH	联美控股	公用事业和工业服务	火电				
600452.SH	涪陵电力	公用事业和工业服务	火电				
600509.SH	天富能源	公用事业和工业服务	火电				
600578.SH	京能电力	公用事业和工业服务	火电				
600642.SH	申能股份	公用事业和工业服务	火电				
600744.SH	华银电力	公用事业和工业服务	火电				
600780.SH	通宝能源	公用事业和工业服务	火电				
600795.SH	国电电力	公用事业和工业服务	火电				
600863.SH	内蒙华电	公用事业和工业服务	火电				
600886.SH	国投电力	公用事业和工业服务	火电				
601991.SH	大唐发电	公用事业和工业服务	火电				
600726.SH	华电能源	公用事业和工业服务	火电				
000404.SZ	长虹华意	制造业	机械基础件				
001696.SZ	宗申动力	制造业	机械基础件				
002026.SZ	山东威达	制造业	机械基础件				
002046.SZ	国机精工	制造业	机械基础件				
002132.SZ	恒星科技	制造业	机械基础件				
002158.SZ	汉钟精机	制造业	机械基础件				
002843.SZ	泰嘉股份	制造业	机械基础件				
002860.SZ	星帅尔	制造业	机械基础件				
002884.SZ	凌霄泵业	制造业	机械基础件				
300145.SZ	中金环境	制造业	机械基础件				
300160.SZ	秀强股份	制造业	机械基础件				
300179.SZ	四方达	制造业	机械基础件				
300260.SZ	新莱应材	制造业	机械基础件				
300342.SZ	天银机电	制造业	机械基础件				
300345.SZ	华民股份	制造业	机械基础件				
300403.SZ	汉宇集团	制造业	机械基础件				
300421.SZ	力星股份	制造业	机械基础件				
300441.SZ	鲍斯股份	制造业	机械基础件				
300470.SZ	中密控股	制造业	机械基础件				
300503.SZ	昊志机电	制造业	机械基础件				
300700.SZ	岱勒新材	制造业	机械基础件				
300718.SZ	长盛轴承	制造业	机械基础件				
300861.SZ	美畅股份	制造业	机械基础件				
301028.SZ	东亚机械	制造业	机械基础件				
301377.SZ	鼎泰高科	制造业	机械基础件				
600172.SH	黄河旋风	制造业	机械基础件				
600619.SH	海立股份	制造业	机械基础件				
600810.SH	神马股份	制造业	机械基础件				
601002.SH	晋亿实业	制造业	机械基础件				
601177.SH	杭齿前进	制造业	机械基础件				
601369.SH	陕鼓动力	制造业	机械基础件				
601956.SH	东贝集团	制造业	机械基础件				
603131.SH	上海沪工	制造业	机械基础件				
603617.SH	君禾股份	制造业	机械基础件				
603699.SH	纽威股份	制造业	机械基础件				
603757.SH	大元泵业	制造业	机械基础件				
603915.SH	国茂股份	制造业	机械基础件				
605389.SH	长龄液压	制造业	机械基础件				
688028.SH	沃尔德	制造业	机械基础件				
001239.SZ	永达股份	制造业	机械基础件				
603075.SH	热威股份	制造业	机械基础件				
300488.SZ	恒锋工具	制造业	机械基础件				
301548.SZ	崇德科技	制造业	机械基础件				
001306.SZ	夏厦精密	制造业	机械基础件				
002877.SZ	智能自控	制造业	机械基础件				
603270.SH	金帝股份	制造业	机械基础件				
002150.SZ	通润装备	制造业	机械基础件				
603278.SH	大业股份	制造业	机械基础件				
600558.SH	大西洋	制造业	机械基础件				
600992.SH	贵绳股份	制造业	机械基础件				
002342.SZ	巨力索具	制造业	机械基础件				
300402.SZ	宝色股份	制造业	机械基础件				
603969.SH	银龙股份	制造业	机械基础件				
300606.SZ	金太阳	制造业	机械基础件				
002282.SZ	博深股份	制造业	机械基础件				
600783.SH	鲁信创投	制造业	机械基础件				
301261.SZ	恒工精密	制造业	机械基础件				
000910.SZ	大亚圣象	消费	家居家具				
001322.SZ	箭牌家居	消费	家居家具				
001323.SZ	慕思股份	消费	家居家具				
002489.SZ	浙江永强	消费	家居家具				
002572.SZ	索菲亚	消费	家居家具				
002790.SZ	瑞尔特	消费	家居家具				
300729.SZ	乐歌股份	消费	家居家具				
301004.SZ	嘉益股份	消费	家居家具				
301061.SZ	匠心家居	消费	家居家具				
301188.SZ	力诺特玻	消费	家居家具				
301376.SZ	致欧科技	消费	家居家具				
600337.SH	美克家居	消费	家居家具				
603008.SH	喜临门	消费	家居家具				
603180.SH	金牌厨柜	消费	家居家具				
603208.SH	江山欧派	消费	家居家具				
603313.SH	梦百合	消费	家居家具				
603408.SH	建霖家居	消费	家居家具				
603600.SH	永艺股份	消费	家居家具				
603610.SH	麒盛科技	消费	家居家具				
603661.SH	恒林股份	消费	家居家具				
603801.SH	志邦家居	消费	家居家具				
603816.SH	顾家家居	消费	家居家具				
603833.SH	欧派家居	消费	家居家具				
603848.SH	好太太	消费	家居家具				
603992.SH	松霖科技	消费	家居家具				
605268.SH	王力安防	消费	家居家具				
603615.SH	茶花股份	消费	家居家具				
002690.SZ	美亚光电	科技	检测				
002967.SZ	广电计量	科技	检测				
002980.SZ	华盛昌	科技	检测				
300012.SZ	华测检测	科技	检测				
300066.SZ	三川智慧	科技	检测				
300215.SZ	电科院	科技	检测				
300354.SZ	东华测试	科技	检测				
300416.SZ	苏试试验	科技	检测				
300445.SZ	康斯特	科技	检测				
300455.SZ	航天智装	科技	检测				
300516.SZ	久之洋	科技	检测				
300572.SZ	安车检测	科技	检测				
300887.SZ	谱尼测试	科技	检测				
300938.SZ	信测标准	科技	检测				
301129.SZ	瑞纳智能	科技	检测				
301360.SZ	荣旗科技	科技	检测				
603060.SH	国检集团	科技	检测				
603662.SH	柯力传感	科技	检测				
605056.SH	咸亨国际	科技	检测				
688001.SH	华兴源创	科技	检测				
688003.SH	天准科技	科技	检测				
688071.SH	华依科技	科技	检测				
688112.SH	鼎阳科技	科技	检测				
688334.SH	西高院	科技	检测				
688337.SH	普源精电	科技	检测				
688502.SH	茂莱光学	科技	检测				
688531.SH	日联科技	科技	检测				
688539.SH	高华科技	科技	检测				
688551.SH	科威尔	科技	检测				
688623.SH	双元科技	科技	检测				
688628.SH	优利德	科技	检测				
301508.SZ	中机认检	科技	检测				
301528.SZ	多浦乐	科技	检测				
688627.SH	精智达	科技	检测				
301413.SZ	安培龙	科技	检测				
000012.SZ	南玻A	制造业	建材				
000055.SZ	方大集团	制造业	建材				
000786.SZ	北新建材	制造业	建材				
002043.SZ	兔宝宝	制造业	建材				
002088.SZ	鲁阳节能	制造业	建材				
002163.SZ	海南发展	制造业	建材				
002225.SZ	濮耐股份	制造业	建材				
002271.SZ	东方雨虹	制造业	建材				
002372.SZ	伟星新材	制造业	建材				
002392.SZ	北京利尔	制造业	建材				
002613.SZ	北玻股份	制造业	建材				
002641.SZ	公元股份	制造业	建材				
002785.SZ	万里石	制造业	建材				
002791.SZ	坚朗五金	制造业	建材				
002918.SZ	蒙娜丽莎	制造业	建材				
003012.SZ	东鹏控股	制造业	建材				
003037.SZ	三和管桩	制造业	建材				
300196.SZ	长海股份	制造业	建材				
300715.SZ	凯伦股份	制造业	建材				
300737.SZ	科顺股份	制造业	建材				
301356.SZ	天振股份	制造业	建材				
600176.SH	中国巨石	制造业	建材				
600819.SH	耀皮玻璃	制造业	建材				
600876.SH	凯盛新能	制造业	建材				
601636.SH	旗滨集团	制造业	建材				
603378.SH	亚士创能	制造业	建材				
603737.SH	三棵树	制造业	建材				
603826.SH	坤彩科技	制造业	建材				
605006.SH	山东玻纤	制造业	建材				
605099.SH	共创草坪	制造业	建材				
688157.SH	松井股份	制造业	建材				
600293.SH	三峡新材	制造业	建材				
301526.SZ	国际复材	制造业	建材				
002201.SZ	正威新材	制造业	建材				
002162.SZ	悦心健康	制造业	建材				
002694.SZ	顾地科技	制造业	建材				
688119.SH	中钢洛耐	制造业	建材				
605158.SH	华达新材	制造业	建材				
603062.SH	麦加芯彩	制造业	建材				
000779.SZ	甘咨询	公用事业和工业服务	建筑设计				
003035.SZ	南网能源	公用事业和工业服务	建筑设计				
300284.SZ	苏交科	公用事业和工业服务	建筑设计				
300492.SZ	华图山鼎	公用事业和工业服务	建筑设计				
300982.SZ	苏文电能	公用事业和工业服务	建筑设计				
300983.SZ	尤安设计	公用事业和工业服务	建筑设计				
301058.SZ	中粮科工	公用事业和工业服务	建筑设计				
301091.SZ	深城交	公用事业和工业服务	建筑设计				
600301.SH	华锡有色	公用事业和工业服务	建筑设计				
600629.SH	华建集团	公用事业和工业服务	建筑设计				
600667.SH	太极实业	公用事业和工业服务	建筑设计				
600846.SH	同济科技	公用事业和工业服务	建筑设计				
603018.SH	华设集团	公用事业和工业服务	建筑设计				
603098.SH	森特股份	公用事业和工业服务	建筑设计				
603357.SH	设计总院	公用事业和工业服务	建筑设计				
603153.SH	上海建科	公用事业和工业服务	建筑设计				
000065.SZ	北方国际	公用事业和工业服务	建筑施工				
000090.SZ	天健集团	公用事业和工业服务	建筑施工				
000498.SZ	山东路桥	公用事业和工业服务	建筑施工				
000628.SZ	高新发展	公用事业和工业服务	建筑施工				
000928.SZ	中钢国际	公用事业和工业服务	建筑施工				
002051.SZ	中工国际	公用事业和工业服务	建筑施工				
002061.SZ	浙江交科	公用事业和工业服务	建筑施工				
002062.SZ	宏润建设	公用事业和工业服务	建筑施工				
002116.SZ	中国海诚	公用事业和工业服务	建筑施工				
002140.SZ	东华科技	公用事业和工业服务	建筑施工				
002307.SZ	北新路桥	公用事业和工业服务	建筑施工				
002761.SZ	浙江建投	公用事业和工业服务	建筑施工				
002941.SZ	新疆交建	公用事业和工业服务	建筑施工				
300021.SZ	大禹节水	公用事业和工业服务	建筑施工				
300795.SZ	米奥会展	公用事业和工业服务	建筑施工				
300860.SZ	锋尚文化	公用事业和工业服务	建筑施工				
600039.SH	四川路桥	公用事业和工业服务	建筑施工				
600133.SH	东湖高新	公用事业和工业服务	建筑施工				
600170.SH	上海建工	公用事业和工业服务	建筑施工				
600248.SH	陕建股份	公用事业和工业服务	建筑施工				
600284.SH	浦东建设	公用事业和工业服务	建筑施工				
600491.SH	龙元建设	公用事业和工业服务	建筑施工				
600502.SH	安徽建工	公用事业和工业服务	建筑施工				
600512.SH	腾达建设	公用事业和工业服务	建筑施工				
600820.SH	隧道股份	公用事业和工业服务	建筑施工				
600939.SH	重庆建工	公用事业和工业服务	建筑施工				
600970.SH	中材国际	公用事业和工业服务	建筑施工				
601068.SH	中铝国际	公用事业和工业服务	建筑施工				
601117.SH	中国化学	公用事业和工业服务	建筑施工				
601133.SH	柏诚股份	公用事业和工业服务	建筑施工				
601186.SH	中国铁建	公用事业和工业服务	建筑施工				
601226.SH	华电重工	公用事业和工业服务	建筑施工				
601390.SH	中国中铁	公用事业和工业服务	建筑施工				
601611.SH	中国核建	公用事业和工业服务	建筑施工				
601618.SH	中国中冶	公用事业和工业服务	建筑施工				
601668.SH	中国建筑	公用事业和工业服务	建筑施工				
601669.SH	中国电建	公用事业和工业服务	建筑施工				
601789.SH	宁波建工	公用事业和工业服务	建筑施工				
601800.SH	中国交建	公用事业和工业服务	建筑施工				
601868.SH	中国能建	公用事业和工业服务	建筑施工				
603300.SH	华铁应急	公用事业和工业服务	建筑施工				
603815.SH	交建股份	公用事业和工业服务	建筑施工				
605167.SH	利柏特	公用事业和工业服务	建筑施工				
605289.SH	罗曼股份	公用事业和工业服务	建筑施工				
605598.SH	上海港湾	公用事业和工业服务	建筑施工				
688025.SH	杰普特	公用事业和工业服务	建筑施工				
002469.SZ	三维化学	公用事业和工业服务	建筑施工				
002323.SZ	雅博股份	公用事业和工业服务	建筑施工				
603929.SH	亚翔集成	公用事业和工业服务	建筑施工				
002081.SZ	金螳螂	公用事业和工业服务	建筑装修				
002375.SZ	亚厦股份	公用事业和工业服务	建筑装修				
601886.SH	江河集团	公用事业和工业服务	建筑装修				
603081.SH	大丰实业	公用事业和工业服务	建筑装修				
000526.SZ	学大教育	服务业	教育培训				
002261.SZ	拓维信息	服务业	教育培训				
002607.SZ	中公教育	服务业	教育培训				
003032.SZ	传智教育	服务业	教育培训				
300662.SZ	科锐国际	服务业	教育培训				
600636.SH	国新文化	服务业	教育培训				
600662.SH	外服控股	服务业	教育培训				
600880.SH	博瑞传播	服务业	教育培训				
605098.SH	行动教育	服务业	教育培训				
002638.SZ	勤上股份	服务业	教育培训				
000997.SZ	新大陆	科技	金融IT				
002063.SZ	远光软件	科技	金融IT				
002152.SZ	广电运通	科技	金融IT				
002649.SZ	博彦科技	科技	金融IT				
300033.SZ	同花顺	科技	金融IT				
300059.SZ	东方财富	科技	金融IT				
300348.SZ	长亮科技	科技	金融IT				
300531.SZ	优博讯	科技	金融IT				
300551.SZ	古鳌科技	科技	金融IT				
300674.SZ	宇信科技	科技	金融IT				
300773.SZ	拉卡拉	科技	金融IT				
300803.SZ	指南针	科技	金融IT				
300872.SZ	天阳科技	科技	金融IT				
600446.SH	金证股份	科技	金融IT				
600570.SH	恒生电子	科技	金融IT				
601519.SH	大智慧	科技	金融IT				
603927.SH	中科软	科技	金融IT				
688232.SH	新点软件	科技	金融IT				
688318.SH	财富趋势	科技	金融IT				
002657.SZ	中科金财	科技	金融IT				
300541.SZ	先进数通	科技	金融IT				
300561.SZ	汇金科技	科技	金融IT				
000519.SZ	中兵红箭	科技	军工电子和原材料				
000547.SZ	航天发展	科技	军工电子和原材料				
000561.SZ	烽火电子	科技	军工电子和原材料				
000733.SZ	振华科技	科技	军工电子和原材料				
001270.SZ	铖昌科技	科技	军工电子和原材料				
002023.SZ	海特高新	科技	军工电子和原材料				
002025.SZ	航天电器	科技	军工电子和原材料				
002049.SZ	紫光国微	科技	军工电子和原材料				
002149.SZ	西部材料	科技	军工电子和原材料				
002151.SZ	北斗星通	科技	军工电子和原材料				
002179.SZ	中航光电	科技	军工电子和原材料				
002189.SZ	中光学	科技	军工电子和原材料				
002214.SZ	大立科技	科技	军工电子和原材料				
002268.SZ	电科网安	科技	军工电子和原材料				
002297.SZ	博云新材	科技	军工电子和原材料				
002338.SZ	奥普光电	科技	军工电子和原材料				
002414.SZ	高德红外	科技	军工电子和原材料				
002446.SZ	盛路通信	科技	军工电子和原材料				
002465.SZ	海格通信	科技	军工电子和原材料				
002519.SZ	银河电子	科技	军工电子和原材料				
002625.SZ	光启技术	科技	军工电子和原材料				
002829.SZ	星网宇达	科技	军工电子和原材料				
002935.SZ	天奥电子	科技	军工电子和原材料				
002977.SZ	天箭科技	科技	军工电子和原材料				
002985.SZ	北摩高科	科技	军工电子和原材料				
003009.SZ	中天火箭	科技	军工电子和原材料				
300034.SZ	钢研高纳	科技	军工电子和原材料				
300045.SZ	华力创通	科技	军工电子和原材料				
300065.SZ	海兰信	科技	军工电子和原材料				
300101.SZ	振芯科技	科技	军工电子和原材料				
300114.SZ	中航电测	科技	军工电子和原材料				
300123.SZ	亚光科技	科技	军工电子和原材料				
300177.SZ	中海达	科技	军工电子和原材料				
300395.SZ	菲利华	科技	军工电子和原材料				
300397.SZ	天和防务	科技	军工电子和原材料				
300447.SZ	全信股份	科技	军工电子和原材料				
300474.SZ	景嘉微	科技	军工电子和原材料				
300581.SZ	晨曦航空	科技	军工电子和原材料				
300593.SZ	新雷能	科技	军工电子和原材料				
300629.SZ	新劲刚	科技	军工电子和原材料				
300699.SZ	光威复材	科技	军工电子和原材料				
300722.SZ	新余国科	科技	军工电子和原材料				
300726.SZ	宏达电子	科技	军工电子和原材料				
300762.SZ	上海瀚讯	科技	军工电子和原材料				
300777.SZ	中简科技	科技	军工电子和原材料				
300855.SZ	图南股份	科技	军工电子和原材料				
301050.SZ	雷电微力	科技	军工电子和原材料				
301302.SZ	华如科技	科技	军工电子和原材料				
600118.SH	中国卫星	科技	军工电子和原材料				
600184.SH	光电股份	科技	军工电子和原材料				
600399.SH	抚顺特钢	科技	军工电子和原材料				
600456.SH	宝钛股份	科技	军工电子和原材料				
600501.SH	航天晨光	科技	军工电子和原材料				
600562.SH	国睿科技	科技	军工电子和原材料				
600855.SH	航天长峰	科技	军工电子和原材料				
600862.SH	中航高科	科技	军工电子和原材料				
600879.SH	航天电子	科技	军工电子和原材料				
600990.SH	四创电子	科技	军工电子和原材料				
601606.SH	长城军工	科技	军工电子和原材料				
601698.SH	中国卫通	科技	军工电子和原材料				
603267.SH	鸿远电子	科技	军工电子和原材料				
603678.SH	火炬电子	科技	军工电子和原材料				
603712.SH	七一二	科技	军工电子和原材料				
688002.SH	睿创微纳	科技	军工电子和原材料				
688053.SH	思科瑞	科技	军工电子和原材料				
688084.SH	晶品特装	科技	军工电子和原材料				
688122.SH	西部超导	科技	军工电子和原材料				
688281.SH	华秦科技	科技	军工电子和原材料				
688311.SH	盟升电子	科技	军工电子和原材料				
688375.SH	国博电子	科技	军工电子和原材料				
688439.SH	振华风光	科技	军工电子和原材料				
688522.SH	纳睿雷达	科技	军工电子和原材料				
688523.SH	航天环宇	科技	军工电子和原材料				
688552.SH	航天南湖	科技	军工电子和原材料				
688562.SH	航天软件	科技	军工电子和原材料				
688586.SH	江航装备	科技	军工电子和原材料				
688629.SH	华丰科技	科技	军工电子和原材料				
688636.SH	智明达	科技	军工电子和原材料				
688776.SH	国光电气	科技	军工电子和原材料				
688788.SH	科思科技	科技	军工电子和原材料				
688563.SH	航材股份	科技	军工电子和原材料				
301517.SZ	陕西华达	科技	军工电子和原材料				
002383.SZ	合众思壮	科技	军工电子和原材料				
000576.SZ	甘化科工	科技	军工整机和配套				
000738.SZ	航发控制	科技	军工整机和配套				
000768.SZ	中航西飞	科技	军工整机和配套				
002111.SZ	威海广泰	科技	军工整机和配套				
002389.SZ	航天彩虹	科技	军工整机和配套				
002651.SZ	利君股份	科技	军工整机和配套				
002933.SZ	新兴装备	科技	军工整机和配套				
300008.SZ	天海防务	科技	军工整机和配套				
300527.SZ	中船应急	科技	军工整机和配套				
300589.SZ	江龙船艇	科技	军工整机和配套				
300696.SZ	爱乐达	科技	军工整机和配套				
300775.SZ	三角防务	科技	军工整机和配套				
300900.SZ	广联航空	科技	军工整机和配套				
600038.SH	中直股份	科技	军工整机和配套				
600072.SH	中船科技	科技	军工整机和配套				
600150.SH	中国船舶	科技	军工整机和配套				
600316.SH	洪都航空	科技	军工整机和配套				
600372.SH	中航机载	科技	军工整机和配套				
600391.SH	航发科技	科技	军工整机和配套				
600435.SH	北方导航	科技	军工整机和配套				
600482.SH	中国动力	科技	军工整机和配套				
600685.SH	中船防务	科技	军工整机和配套				
600760.SH	中航沈飞	科技	军工整机和配套				
600764.SH	中国海防	科技	军工整机和配套				
600765.SH	中航重机	科技	军工整机和配套				
600893.SH	航发动力	科技	军工整机和配套				
600967.SH	内蒙一机	科技	军工整机和配套				
601890.SH	亚星锚链	科技	军工整机和配套				
601989.SH	中国重工	科技	军工整机和配套				
603279.SH	景津装备	科技	军工整机和配套				
603308.SH	应流股份	科技	军工整机和配套				
605123.SH	派克新材	科技	军工整机和配套				
688066.SH	航天宏图	科技	军工整机和配套				
688239.SH	航宇科技	科技	军工整机和配套				
688287.SH	观典防务	科技	军工整机和配套				
688297.SH	中无人机	科技	军工整机和配套				
688510.SH	航亚科技	科技	军工整机和配套				
688543.SH	国科军工	科技	军工整机和配套				
002120.SZ	韵达股份	服务业	快递				
002352.SZ	顺丰控股	服务业	快递				
002468.SZ	申通快递	服务业	快递				
600233.SH	圆通速递	服务业	快递				
603056.SH	德邦股份	服务业	快递				
002367.SZ	康力电梯	制造业	楼宇设备				
002960.SZ	青鸟消防	制造业	楼宇设备				
300259.SZ	新天科技	制造业	楼宇设备				
300349.SZ	金卡智能	制造业	楼宇设备				
301303.SZ	真兰仪表	制造业	楼宇设备				
600835.SH	上海机电	制造业	楼宇设备				
600894.SH	广日股份	制造业	楼宇设备				
605286.SH	同力日升	制造业	楼宇设备				
002689.SZ	远大智能	制造业	楼宇设备				
000428.SZ	华天酒店	服务业	旅酒与餐饮				
000524.SZ	岭南控股	服务业	旅酒与餐饮				
000888.SZ	峨眉山A	服务业	旅酒与餐饮				
002033.SZ	丽江股份	服务业	旅酒与餐饮				
002059.SZ	云南旅游	服务业	旅酒与餐饮				
002186.SZ	全聚德	服务业	旅酒与餐饮				
002707.SZ	众信旅游	服务业	旅酒与餐饮				
300144.SZ	宋城演艺	服务业	旅酒与餐饮				
300859.SZ	*ST西域	服务业	旅酒与餐饮				
301073.SZ	君亭酒店	服务业	旅酒与餐饮				
600054.SH	黄山旅游	服务业	旅酒与餐饮				
600138.SH	中青旅	服务业	旅酒与餐饮				
600258.SH	首旅酒店	服务业	旅酒与餐饮				
600706.SH	曲江文旅	服务业	旅酒与餐饮				
600754.SH	锦江酒店	服务业	旅酒与餐饮				
603043.SH	广州酒家	服务业	旅酒与餐饮				
605108.SH	同庆楼	服务业	旅酒与餐饮				
000721.SZ	西安饮食	服务业	旅酒与餐饮				
603099.SH	长白山	服务业	旅酒与餐饮				
000552.SZ	甘肃能化	周期	煤炭				
000723.SZ	美锦能源	周期	煤炭				
000933.SZ	神火股份	周期	煤炭				
000937.SZ	冀中能源	周期	煤炭				
000983.SZ	山西焦煤	周期	煤炭				
002128.SZ	电投能源	周期	煤炭				
600121.SH	郑州煤电	周期	煤炭				
600123.SH	兰花科创	周期	煤炭				
600157.SH	永泰能源	周期	煤炭				
600188.SH	兖矿能源	周期	煤炭				
600348.SH	华阳股份	周期	煤炭				
600395.SH	盘江股份	周期	煤炭				
600508.SH	上海能源	周期	煤炭				
600546.SH	山煤国际	周期	煤炭				
600575.SH	淮河能源	周期	煤炭				
600740.SH	山西焦化	周期	煤炭				
600758.SH	辽宁能源	周期	煤炭				
600792.SH	云煤能源	周期	煤炭				
600925.SH	苏能股份	周期	煤炭				
600971.SH	恒源煤电	周期	煤炭				
600985.SH	淮北矿业	周期	煤炭				
600997.SH	开滦股份	周期	煤炭				
601001.SH	晋控煤业	周期	煤炭				
601011.SH	宝泰隆	周期	煤炭				
601015.SH	陕西黑猫	周期	煤炭				
601088.SH	中国神华	周期	煤炭				
601101.SH	昊华能源	周期	煤炭				
601225.SH	陕西煤业	周期	煤炭				
601666.SH	平煤股份	周期	煤炭				
601699.SH	潞安环能	周期	煤炭				
601898.SH	中煤能源	周期	煤炭				
601918.SH	新集能源	周期	煤炭				
603071.SH	物产环能	周期	煤炭				
603113.SH	金能科技	周期	煤炭				
600403.SH	大有能源	周期	煤炭				
600859.SH	王府井	消费	免税				
601888.SH	中国中免	消费	免税				
000020.SZ	深华发A	科技	面板				
000045.SZ	深纺织A	科技	面板				
000050.SZ	深天马A	科技	面板				
000100.SZ	TCL科技	科技	面板				
000725.SZ	京东方A	科技	面板				
001308.SZ	康冠科技	科技	面板				
002106.SZ	莱宝高科	科技	面板				
002217.SZ	合力泰	科技	面板				
002387.SZ	维信诺	科技	面板				
002845.SZ	同兴达	科技	面板				
002876.SZ	三利谱	科技	面板				
002955.SZ	鸿合科技	科技	面板				
003019.SZ	宸展光电	科技	面板				
300088.SZ	长信科技	科技	面板				
300331.SZ	苏大维格	科技	面板				
600552.SH	凯盛科技	科技	面板				
600707.SH	彩虹股份	科技	面板				
688055.SH	龙腾光电	科技	面板				
688127.SH	蓝特光学	科技	面板				
688181.SH	八亿时空	科技	面板				
688496.SH	清越科技	科技	面板				
688538.SH	和辉光电-U	科技	面板				
300128.SZ	锦富技术	科技	面板				
000727.SZ	冠捷科技	科技	面板				
000505.SZ	京粮控股	消费	农产品加工				
000930.SZ	中粮科技	消费	农产品加工				
001338.SZ	永顺泰	消费	农产品加工				
002481.SZ	双塔食品	消费	农产品加工				
002852.SZ	道道全	消费	农产品加工				
300138.SZ	晨光生物	消费	农产品加工				
300999.SZ	金龙鱼	消费	农产品加工				
600251.SH	冠农股份	消费	农产品加工				
600737.SH	中粮糖业	消费	农产品加工				
000019.SZ	深粮控股	消费	农产品加工				
603231.SH	索宝蛋白	消费	农产品加工				
000639.SZ	西王食品	消费	农产品加工				
000553.SZ	安道麦A	制造业	农药				
000893.SZ	亚钾国际	制造业	农药				
002004.SZ	华邦健康	制造业	农药				
002215.SZ	诺普信	制造业	农药				
002250.SZ	联化科技	制造业	农药				
002258.SZ	利尔化学	制造业	农药				
002391.SZ	长青股份	制造业	农药				
002749.SZ	国光股份	制造业	农药				
300261.SZ	雅本化学	制造业	农药				
300796.SZ	贝斯美	制造业	农药				
301035.SZ	润丰股份	制造业	农药				
600331.SH	宏达股份	制造业	农药				
600389.SH	江山股份	制造业	农药				
600486.SH	扬农化工	制造业	农药				
600596.SH	新安股份	制造业	农药				
600731.SH	湖南海利	制造业	农药				
603360.SH	百傲化学	制造业	农药				
603599.SH	广信股份	制造业	农药				
603639.SH	海利尔	制造业	农药				
603970.SH	中农立华	制造业	农药				
000729.SZ	燕京啤酒	消费	啤酒				
002461.SZ	珠江啤酒	消费	啤酒				
600132.SH	重庆啤酒	消费	啤酒				
600600.SH	青岛啤酒	消费	啤酒				
002029.SZ	七匹狼	消费	品牌服饰				
002154.SZ	报喜鸟	消费	品牌服饰				
002563.SZ	森马服饰	消费	品牌服饰				
002832.SZ	比音勒芬	消费	品牌服饰				
300005.SZ	探路者	消费	品牌服饰				
300840.SZ	酷特智能	消费	品牌服饰				
300979.SZ	华利集团	消费	品牌服饰				
600177.SH	雅戈尔	消费	品牌服饰				
600398.SH	海澜之家	消费	品牌服饰				
600400.SH	红豆股份	消费	品牌服饰				
601566.SH	九牧王	消费	品牌服饰				
603511.SH	爱慕股份	消费	品牌服饰				
603587.SH	地素时尚	消费	品牌服饰				
603877.SH	太平鸟	消费	品牌服饰				
603116.SH	红蜻蜓	消费	品牌服饰				
000030.SZ	富奥股份	制造业	汽车零部件				
000559.SZ	万向钱潮	制造业	汽车零部件				
000581.SZ	威孚高科	制造业	汽车零部件				
000700.SZ	模塑科技	制造业	汽车零部件				
000887.SZ	中鼎股份	制造业	汽车零部件				
000901.SZ	航天科技	制造业	汽车零部件				
000913.SZ	钱江摩托	制造业	汽车零部件				
001282.SZ	三联锻造	制造业	汽车零部件				
001311.SZ	多利科技	制造业	汽车零部件				
001380.SZ	华纬科技	制造业	汽车零部件				
002048.SZ	宁波华翔	制造业	汽车零部件				
002085.SZ	万丰奥威	制造业	汽车零部件				
002101.SZ	广东鸿图	制造业	汽车零部件				
002126.SZ	银轮股份	制造业	汽车零部件				
002190.SZ	成飞集成	制造业	汽车零部件				
002239.SZ	奥特佳	制造业	汽车零部件				
002283.SZ	天润工业	制造业	汽车零部件				
002284.SZ	亚太股份	制造业	汽车零部件				
002328.SZ	新朋股份	制造业	汽车零部件				
002406.SZ	远东传动	制造业	汽车零部件				
002434.SZ	万里扬	制造业	汽车零部件				
002448.SZ	中原内配	制造业	汽车零部件				
002454.SZ	松芝股份	制造业	汽车零部件				
002472.SZ	双环传动	制造业	汽车零部件				
002488.SZ	金固股份	制造业	汽车零部件				
002516.SZ	旷达科技	制造业	汽车零部件				
002536.SZ	飞龙股份	制造业	汽车零部件				
002662.SZ	京威股份	制造业	汽车零部件				
002664.SZ	信质集团	制造业	汽车零部件				
002708.SZ	光洋股份	制造业	汽车零部件				
002765.SZ	蓝黛科技	制造业	汽车零部件				
002965.SZ	祥鑫科技	制造业	汽车零部件				
002997.SZ	瑞鹄模具	制造业	汽车零部件				
300100.SZ	双林股份	制造业	汽车零部件				
300258.SZ	精锻科技	制造业	汽车零部件				
300304.SZ	云意电气	制造业	汽车零部件				
300428.SZ	立中集团	制造业	汽车零部件				
300507.SZ	苏奥传感	制造业	汽车零部件				
300547.SZ	川环科技	制造业	汽车零部件				
300580.SZ	贝斯特	制造业	汽车零部件				
